texto,label_real,pred_groq/llama-3.3-70b-versatile,lat_groq/llama-3.3-70b-versatile
"Suplicy participará de programa de Doria na web nesta quinta

O vereador Eduardo Suplicy (PT-SP) participará nesta quinta-feira (10), às 20h30, do programa ""Olho no Olho"", transmitido pelas redes sociais do prefeito João Doria (PSDB-SP).

Doria já recebeu no quadro aliados e personalidades como o cantor Lobão, o apresentador José Luiz Datena, o ex-jogador de basquete Oscar, o cantor Roger, do Ultraje a Rigor, e a jornalista Joice Hasselman.

No começo de sua gestão, o tucano poupou de críticas seu antecessor Fernando Haddad (PT-SP), mas, nos últimos meses, passou a acusar o ex-prefeito de deixar um rombo de R$ 7 bilhões na prefeitura. Haddad nega e diz que deixou as contas da cidade em ordem.

Suplicy, por sua vez, é uma das vozes críticas à Doria na Câmara dos Vereadores. ",VERDADEIRO,VERDADEIRO,0.24356675148010254
"Gilmar Mendes recebeu R$ 2 milhões da Friboi. Faculdade em que Gilmar Mendes é sócio recebeu patrocínios milionários da FRIBOI e da Caixa Econômica Federal, este fato está chamando a atenção da imprensa em função da simpatia dos votos do juiz em fatos relacionados a Friboi e ao Governo Temer. O grupo J&F, que controla a FRIBOI, gastou nos últimos dois anos R$ 2,1 milhões em patrocínio de eventos do IDP (Instituto Brasiliense de Direito Público), que tem como sócio o ministro Gilmar Mendes, do STF (Supremo Tribunal Federal). Ao ser questionado pela Folha sobre o assunto, o instituto disse que devolveu R$ 650 mil deste total no dia 29 de maio, após a revelação do acordo de delação premiada de executivos da empresa. A FRIBOI, por meio da assessoria de imprensa, diz que gastou R$ 1,45 milhão desde 2015, sem mencionar a devolução de R$ 650 mil. A empresa cita três congressos patrocinados, sendo o último realizado em Portugal, neste ano, no valor de R$ 650 mil. Em maio, Gilmar Mendes defendeu que a homologação da delação fosse discutida pelo plenário. O acordo tem sido alvo de críticas por supostas fragilidades em relação a penas dos envolvidos. No dia 27 de maio, reportagem da Folha informou que a família de Gilmar ",FALSO,VERDADEIRO,0.22765016555786133
"Michel Temer faz caminhada em Brasília e se diz “recuperadíssimo” Presidente pode ir na sexta (5) a São Paulo, onde faz o acompanhamento médico. O ministro da Saúde, Ricardo Barros, anunciou nesta quinta (4) que vai deixar o governo temer. Ele é o terceiro integrante do primeiro escalão a pedir demissão em oito dias. Antes dele, Ronaldo Nogueira, do Trabalho, e Marcos Pereira, da Indústria e Comércio Exterior, já tinham entregado o cargo. Antes das 8h30 o presidente apareceu se exercitando nos jardins do Jaburu. Assessores informaram com antecedência aos jornalistas que Michel Temer faria essa caminhada na manhã desta quinta (4). Temer - que passou o Réveillon tratando uma infecção urinária - fez questão de mostrar que estava bem disposto. Perguntado se estava tudo bem com a saúde, Temer frisou: “Perfeito. Recuperadíssimo, viu? Graças a Deus!” Temer disse que talvez vá na sexta (5) a São Paulo onde faz o acompanhamento médico. Nesta quinta (4), ele deve passar o dia costurando a escolha do novo ministro da Indústria e Comércio. Marcos Pereira, do PRB, pediu demissão na quarta (3). Os ajustes na Esplanada vão continuar. O ministro ",VERDADEIRO,VERDADEIRO,0.22313356399536133
"Malafaia chama eleitores de Bolsonaro de gays enrustidos. O pastor evangélico Silas Malafaia decidiu mirar seu ódio para o presidenciável Jair Messias Bolsonaro. Em vídeo recente, o fundador da Igreja Vitoria em Cristo, chama os eleitores de Bolsonaro de homossexuais enrustidos.

Silas Malafaia está colocando suas redes sociais para trabalharem pela candidatura do prefeito Joao Doria do PSDB.  Ciente que Lula e Bolsonaro são hoje os maiores adversários de Doria, ele concentrou suas postagens na desconstrução da imagem de Bolsonaro. Provavelmente acreditando na condenação de Lula e no embate entre Doria e Bolsonaro.


Malafaia é colega de emissora de Joao Doria. Os dois apresentam na BAND seus programas em horários pagos. Estima-se que cada um invista R$ 5 milhões por mês para manter o programa semanalmente no ar. Quem sabe a vitória de Doria não conceda a Malafaia uma concessão de TV para que ele não precise mais pagar aluguel?",FALSO,VERDADEIRO,0.3354063034057617
"Bolsonaro está na mira de presidenciáveis e mesmo assim só cresce nas pesquisas. * Bolsonaro é alvo de críticas de todos os pré-candidatos à presidência em 2018 e surpreende por seguir ritmo acelerado de crescimento nas pesquisas eleitorais. O Brasil aos poucos se rende ao fenômeno Bolsonaro. *

Para João Dória o deputado federal Jair Bolsonaro é o reflexo de Lula, para ele, enquanto Lula é a voz da extrema esquerda, Bolsonaro seria a voz da extrema direita. Por isso o Brasil deveria ter cuidado com os dois. Nitidamente a intenção é bater nos candidatos melhores colocados nas pesquisas assustando a população para mostrar-se como o nome do equilíbrio. No entanto, a estratégia não está dando certo. Enquanto Bolsonaro cresceu de 8% para 16% o prefeito João Dória teve sua rejeição cresceu de 39% para 52%.


Ciro Gomes está se posicionando como o “Bolsonaro da Esquerda”. Tenta ser o falastrão desbocado e “mitador” nas redes sociais. Diversas páginas do Facebook tentam construir a imagem de um candidato com coragem de dizer o que pensa, todas seguem o mesmo posicionamento das páginas pró-Bolsonaro. Só que os resultados são frustrantes. Enquanto a página oficial de Jair Bolsonaro possui 4,4 milhões de fãs. A de Ciro Gomes tem apenas 126 mil. É isso mesmo! No Facebook Bolsonaro é 35 vezes mais amado que Ciro Gomes.

Para Ciro Gomes o eleitor de Bolsonaro “estava no armário” e votava em candidatos do DEM, PMDB e PSDB por não encontrar alguém que representava totalmente os ideais machistas e homofóbicos. Disse que espera ansiosamente a hora de desmascarar Bolsonaro nos debates. Afirmou que “candidato como o Jair eu tiro a máscara fácil”. Ciro está com apenas 5% das intenções de voto e pode nem ser convidado para os debates televisivos por conta do fraco desempenho.

Lula é ainda mais taxativo na avaliação sobre Bolsonaro, segundo ele “todo o ódio que Aécio, FHC, Serra e Alckmin plantaram ao longo dos governos do PT foi transformado num subproduto chamado Bolsonaro”. O petista acredita que Jair Bolsonaro é a materialização do anti-petismo. Romântico o ex-presidente afirma que “o ódio não constrói nada além do ódio. Eu sou o candidato da paz e do amor”.

Hoje Lula ainda lidera as pesquisas eleitorais mas vê a cada dia a aproximação de Jair Bolsonaro. Caso aconteça uma condenação em segunda instância e o ex-presidente Lula seja afastado da corrida eleitoral, Bolsonaro pode vir a se tornar presidente numa eleição ainda no primeiro turno. Nenhum outro candidato conquistou a adesão popular como ele.

A dica que fica para os concorrentes é que se quiserem ter alguma chance parem de bater em Bolsonaro. Ele está se mostrando ser como massa de pão. Quanto mais bate, mais cresce.",FALSO,FALSO,0.235215425491333
"Carmem Lucia esculacha Michel Temer. A presidente do STF, ministra Carmem Lucia, esculachou o presidente Michel Temer em função da suposta tentativa de usar a ABIN para devastar a vida do ministro Edson Fachin. Temer tenta desqualificar moralmente seus acusadores para se ver livre da acusação de corrupção passiva por parte da Friboi e Odebrecht, mas a ministra esculachou sem pena.  

Em nota divulgada neste sábado, a presidente do Supremo Tribunal Federal, ministra Cármen Lúcia, afirma que “é inadmissível a prática de gravíssimo crime contra o STF, contra de democracia e contra as liberdades, se confirmada informação de devassa ilegal da vida de um de seus integrantes”. Reportagem de VEJA desta semana informa que o governo, em ofensiva contra a Lava Jato, acionou a Agência Brasileira de Inteligência (Abin) para bisbilhotar a vida do ministro Edson Fachin, relator do inquérito aberto contra o presidente Michel Temer por corrupção, organização criminosa e obstrução de Justiça. “Própria das ditaduras”, continua Cármen Lúcia, “como é esta prática, contrária à vida livre de toda a pessoa, mais gravosa é ela se voltada contra a responsável atuação de um juiz, sendo absolutamente inaceitável numa República Democrática, pelo que tem de ser civicamente repelida, penalmente apurada e os responsáveis exemplarmente processados e condenados na forma da legislação vigente”.

“O Supremo Tribunal Federal repudia, com veemência, espreita espúria, inconstitucional e imoral contra qualquer cidadão e, mais ainda, contra um de seus integrantes, mais ainda se voltada para constranger a Justiça”, afirma a presidente da Corte. “Se comprovada a sua ocorrência, em qualquer tempo, as consequências jurídicas, políticas e institucionais terão a intensidade do gravame cometido, como determinado pelo direito.”

Também em nota, divulgada ontem, o presidente Michel Temer negou que tenha usado a Abin para investigar a vida do ministro Fachin. “O governo não usa a máquina pública contra os cidadãos brasileiros, muito menos fará qualquer tipo de ação que não respeite aos estritos ditames da lei”, diz o comunicado.",FALSO,VERDADEIRO,0.306988000869751
"Gilmar Mendes age como masoquista ao permitir que Miller fique em silêncio na CPI.

O ministro do Supremo Tribunal Federal (STF) Gilmar Mendes concedeu hoje (24) habeas corpus preventivo para que o ex-procurador da República Marcello Miller possa ficar em silêncio na reunião da Comissão Parlamentar Mista de Inquérito (CPMI) da JBS, marcada para o dia 29 de novembro. As informações são do Estadão.

Miller foi convocado para prestar depoimento sobre o período em que trabalhou no MPF e auxiliou no fechamento do acordo de total impunidade do empresário Joesley Batista, um dos donos da empresa e do grupo J&F.

A decisão de Mendes permitiu que Miller não possa ser preso durante o depoimento e poderá se recusar a responder aos questionamentos dos parlamentares, além de poder ser orientado por seus advogados.

Miller foi acusado de atuar em favor da JBS durante o processo de assinatura de delação. Janot criou a narrativa dizendo que documentos trocados entre Miller e integrantes do escritório que o contratou comprovariam o “jogo duplo” no caso, mas a suspeita é de que Miller tem muito para falar e enroscar a vida do antigo PGR.

A atitude de Gilmar Mendes é vergonhosa. Ao permitir que Marcelo Miller fique em silêncio na CPI da JBS, acabou ajudando o bloqueio das provas que pudessem surgir em relação ao acordo de total impunidade.

Ou seja, Gilmar acaba por tabela protegendo Janot, que foi um dos líderes do time que se organizou para destruir a reputação do ministro do STF. Assim, Gilmar age feito masoquista.",FALSO,VERDADEIRO,0.23582887649536133
"Magno Malta usa CPI para se cacifar como vice de Bolsonaro Senador tenta adiar fim de comissão dos Maus-Tratos no Congresso e usa sessões como ‘palanque’ Brasília - Presidente de uma CPI no Congresso pela quarta vez, o senador Magno Malta (PR-ES) tem um desafio pela frente: conseguir adiar o fim da comissão no Senado que investiga maus-tratos a crianças e adolescentes. O prazo acaba neste mês e sua intenção é prorrogá-lo até o fim do primeiro semestre de 2018. Isso porque as reuniões do colegiado têm sido usadas como uma espécie de “palanque” eleitoral para o senador, ligado à bancada evangélica, e cotado para ser vice em uma eventual chapa presidencial do deputado Jair Bolsonaro (PSC-RJ) – de malas prontas para o Patriota. “Isso é coisa das redes sociais”, diz Malta quando questionado sobre a dobradinha. Ele admite, porém, afinidade de ideias com o vice-líder nas pesquisas de intenção de voto. “Nós somos amigos, defendemos a família, a Pátria, acreditamos em um País que canta o Hino Nacional”, afirma o senador. Fotos dos dois juntos estão nas redes sociais tanto nas de Malta quanto nas de Bolsonaro. A atuação do senador na CPI da Pedofilia, concluída em 2010, o tornou uma espécie de celebridade nas redes sociais, sobretudo em grupos de direita. Desde então, tem usado o tema como uma das principais bandeiras e na CPI dos Maus-Tratos repete a estratégia que lhe garantiu a reeleição há sete anos. “Está detectada uma movimentação mundial e com foco no Brasil a partir dos museus. Eles descobriram que poderiam abrir caminho para a legalização da pedofilia no mundo, incutindo na mente das pessoas a partir da arte”, afirmou o senador em uma das primeiras reuniões do colegiado, ainda em outubro, quando pegou carona nas polêmicas envolvendo a exposição Queermuseu, em Porto Alegre, e a performance La Bête, ",VERDADEIRO,VERDADEIRO,0.22092437744140625
"Garotinho se supera no teatro ao chutar parede e fingir que foi lesionado na cadeia.

O Globo noticiou que “a Secretaria de Administração Penitenciária (Seap) informou à Vara de Execuções Penais (VEP) do Rio que Anthony Garotinho se autolesionou dentro de sua cela na Cadeia Pública José Frederico Marques, em Benfica, na Zona Norte do Rio”.

O sujeitinho disse que “foi agredido durante a madrugada desta sexta-feira por uma pessoa que estava com um porrete.”

Bem, esse é o mesmo que deu teatro na maca meses atrás, em sua outra prisão, após a qual ele conseguiu liberdade.

Bem, ele conseguiu se mostrar como o mais repugnante de todos os políticos presos só com essas duas atitudes.

É uma figura assustadora em termos de fingimento. Psicopata é pouco pra descrever.",FALSO,FALSO,0.22565174102783203
"Governo precisa combater fraudes antes de cortar aposentadoria, dizem entidades sindicais Para mexer nas regras das aposentadorias, o governo precisa antes esgotar todos os recursos para combater fraudes e sonegações no sistema previdenciário e acabar com as desonerações, dizem entidades que representam trabalhadores dos setores público e privado. ""É preciso fazer a lição de casa, fazer o esforço máximo para fechar os vazamentos de recursos e elevar receitas. Depois, se ainda assim for preciso, que se faça a reforma nos benefícios"", diz Mauro Silva, auditor fiscal da Receita e diretor para assuntos técnicos da Unafisco (Associação Nacional dos Auditores Fiscais da Receita Federal). A Unafisco e outras entidades de servidores são contra a reforma da Previdência em discussão no Congresso. Segundo Silva, os esforços para combater sonegação vêm caindo: ""Temos hoje 3.200 fiscais a menos que há seis anos"". ""Isso traz para essa reforma um DNA de inconstitucionalidade, porque o princípio da proporcionalidade diz que só se podem retirar direitos quando tais mudanças forem comprovadamente necessárias."" Já o governo argumenta que há hoje 5 ",VERDADEIRO,VERDADEIRO,0.34424448013305664
"PSC desiste de Bolsonaro e deve lançar outro nome para o Planalto em 2018. De acordo com o site O Antagonista, o Partido Social Cristão (PSC) desistiu definitivamente de Jair Bolsonaro, virtual candidato à presidência da República nas eleições do ano que vem.

Aparentemente, Pastor Everaldo, que é o líder da legenda, está acertando para que o nome para 2018 seja o economista Paulo Rabello de Castro, novo presidente do BNDES. Verdade seja dita, Everaldo e Bolsonaro já vinham se desentendendo há um bom tempo, e não havia interesse do partido em jogar o deputado para o Planalto porque o consideram um candidato sem chances reais de vitória. O interesse da legenda, segundo informações pregressas, era mantê-lo como deputado federal por ele ser um “puxador de votos”, o que ajudaria o partido a conquistar mais cadeiras.

Da parte de Bolsonaro, há rumores de que ele esteja negociando com outros partidos, sendo um deles o PR. Entretanto, o PR também não demonstra interesse em tê-lo como candidato à presidência. Sendo o partido que apoiou Dilma Rousseff até parte de seu segundo mandato, e sendo também um partido criado justamente para servir de trampolim em coligações, além de ser, ainda, o partido do senador Magno Malta, o PR aparenta ter outros interesses em mente.",FALSO,FALSO,0.3626902103424072
"Suplicy participará de programa de Doria na web nesta quinta

O vereador Eduardo Suplicy (PT-SP) participará nesta quinta-feira (10), às 20h30, do programa ""Olho no Olho"", transmitido pelas redes sociais do prefeito João Doria (PSDB-SP).

Doria já recebeu no quadro aliados e personalidades como o cantor Lobão, o apresentador José Luiz Datena, o ex-jogador de basquete Oscar, o cantor Roger, do Ultraje a Rigor, e a jornalista Joice Hasselman.

No começo de sua gestão, o tucano poupou de críticas seu antecessor Fernando Haddad (PT-SP), mas, nos últimos meses, passou a acusar o ex-prefeito de deixar um rombo de R$ 7 bilhões na prefeitura. Haddad nega e diz que deixou as contas da cidade em ordem.

Suplicy, por sua vez, é uma das vozes críticas à Doria na Câmara dos Vereadores. ",VERDADEIRO,VERDADEIRO,0.2240447998046875
"Garotinho ganha prêmio após teatro sobre “surra na cadeia”: vai para presídio de segurança máxima.

O ex-governador do Rio de Janeiro Anthony Garotinho será transferido para um presídio de segurança máxima.

O juiz Ralph Machado Mañaes Júnior, do Tribunal Regional Eleitoral da 98ª Zona Eleitoral do Rio de Janeiro, deu a decisão na tarde desta sexta (24) para o ex-governador ser transferido imediatamente do presídio de Benfica para um presídio federal de segurança máxima. As informações são d’O Globo.

O juiz disse, em sua decisão, que Garotinho “causando transtornos” em Benfica e “teria se autolesionado”. Isso foi descoberto após Garotinho ter dito que foi agredido na cadeia durante a noite. O juiz recebeu essas informações antes da queixa de Garotinho.

Garotinho disse que tomou uma surra durante a noite dentro de sua cela na penitenciária de Benfica. O advogado do ex-governador disse que seu cliente relatou que uma pessoa invadiu a cela onde ele dormia e o agrediu com um porrete.

Seja lá como for, se o problema é segurança, está resolvido. Agora ele vai para um lugar de segurança máxima.",FALSO,VERDADEIRO,0.21488022804260254
"Empresas investigadas pela Lava Jato são contratadas sem licitação para fornecer comida a presídios do RJ Decisão foi publicada no Diário Oficial; de 13 empresas que fornecerão alimentos à Seap, 10 são investigadas no RJ e em diferentes estados do país. Contratos somam R$ 192,2 milhões. O Diário Oficial Estado do RJ publicou, em sua edição de 20 de dezembro, decisão do secretário estadual de Administração Penitenciária (Seap), Erir Ribeiro da Costa Filho, contratando 13 empresas para o fornecimento de refeições e lanches a presídios do Rio. Essa espécie de presente de Natal totalizou R$ 192,2 milhões e dispensou todos os agraciados de concorrerem a uma licitação. Das 13 empresas, dez são investigadas no estado ou em outros pontos do país por envolvimento com irregularidades no fornecimento de alimentação. Duas delas são investigadas pela força-tarefa da Lava Jato no RJ: a Masgovi Indústria Comércio e Serviços e a Cor e Sabor Distribuidora de Alimentos Ltda. O Ministério ",VERDADEIRO,VERDADEIRO,0.2179584503173828
"Ministro diz que liberar verba por voto não é chantagem, é 'ação de governo' O ministro Carlos Marun (Secretaria de Governo) afirmou nesta terça-feira (26) que a liberação de recursos de bancos públicos em troca de apoio à reforma da Previdência não é ""chantagem"", mas sim uma ""ação de governo"". Após participar de uma reunião com o presidente Michel Temer no Palácio do Planalto, Marun admitiu que está usando a liberação de dinheiro da Caixa Econômica Federal como moeda de troca com governadores para que eles pressionem deputados a aprovarem as mudanças nas regras de aposentadoria. ""Financiamentos da Caixa Econômica Federal são ações de governo, senão o governador poderia tomar esse financiamento no Bradesco [banco privado]"", disse Marun. ""Não entendo que seja uma chantagem o governo atuar no sentido que um aspecto tão importante para o Brasil se torne realidade. O governo espera daqueles governadores que têm recursos a ser liberados, financiamento a ser liberado, uma reciprocidade no que tange a questão da Previdência"", completou. Governadores têm reclamado da prática, mas Marun a tratou com naturalidade. Ao ser questionado sobre possíveis retaliações a quem não ajudar na aprovação da proposta, o ministro disse que ""sendo uma ação de governo, o nível de apoio que o governador puder prestar à questão da reforma vai considerado"" pela equipe do presidente. * NOVO BALANÇO * Responsável pela articulação política do Planalto, o ministro afirmou ainda que, nesta quarta-feira (28), Temer vai fazer uma reunião com o presidente da Câmara, Rodrigo Maia (DEM-RJ), para discutir uma estratégia para a aprovação da nova Previdência em fevereiro. O governo, porém, já liberou cargos e emendas parlamentares, além de verba para prefeitos e governadores, e, mesmo assim, não chegou nem perto dos 308 votos necessários para aprovar a medida na Câmara. A votação, prevista para dezembro, foi adiada para 19 de fevereiro. Segundo Marun, o foco do Planalto é, mais uma vez, convencer os deputados da base que ainda resistem em votar as novas regras de aposentadoria ",VERDADEIRO,VERDADEIRO,0.22136402130126953
"Cara de pau não tem limites: Zé Celso aciona MP contra Silvio Santos. O Teatro Oficina procurou o Ministério Público Federal (MPF) nesta terça-feira na tentativa de violar os direitos de Silvio Santos, que deseja erguer três torres residenciais de cem metros de altura cada uma. As informações são da Veja. O empresário é dono dos terrenos em volta do teatro e executa seu direito de propriedade, negando-se a trocá-los por outros, oferta feita a ele pelo Ministério do Planejamento. O grupo teatral, que fez sua sede no local há cerca de sessenta anos e ocupa um prédio que leva a assinatura de Lina Bo Bardi (a mesma do Masp e do Sesc Pompeia), alega danos ao projeto da arquiteta, que prevê a contracenação com o bairro do Bexiga e a cidade através do janelão aberto em uma das paredes do edifício ",FALSO,VERDADEIRO,0.3143470287322998
"Em evento realizado nesta terça-feira para divulgar o Jogo das Estrelas, um amistoso beneficente que será realizado nesta quarta, no estádio do Maracanã, no Rio de Janeiro, Zico foi questionado sobre o ano do Flamengo. E o ídolo do clube não poupou críticas à montagem do elenco.

""Minha visão é que alguns investimentos que foram feito não surtiram efeito dentro do campo. Acho que é uma equipe supervalorizada, falei isso muito tempo antes"", reclamou. ""Não é fácil você trazer muita gente, ainda mais no meio de competição, com mudanças constantes, lesões. A coisa não funcionou"".

Na avaliação de Zico, faltou um trabalho melhor de avaliação dos jogadores contratados, especialmente os que vieram do futebol exterior. ""O futebol é isso mesmo, precisa seguir em frente e analisar quando vocês faz os investimentos, principalmente quando você vai atrás de jogadores que estão no exterior. É preciso saber como eles estão, o rendimento, questões de saúde"", alertou. ""E infelizmente não foi isso que aconteceu com alguns jogadores que o Flamengo investiu"".

Zico avaliou também que a diretoria precisa se preocupar em trazer jogadores identificados com o clube. Na reta final da temporada, muito se criticou a suposta falta de garra de alguns atletas. ""Precisa saber também o que representa a camisa do Flamengo, a história do clube"", disse. ""É preciso ser bem entendido que o Flamengo é um clube muito diferente dos outros"".

O resultado, assim, segundo ele, é que o ano termina de maneira frustrante ao torcedor. ""É lógico que o objetivo principal era ter uma boa atuação na Libertadores, o que não aconteceu. Consequentemente conseguiu chegar na Sul-Americana, chegou a duas finais. Lógico que pelo investimento era esperado que isto acontecesse. Mas ficou um gostinho amargo de não ter conquistado uma competição internacional"".",VERDADEIRO,VERDADEIRO,0.2609436511993408
"Um ano após 1º caso oficial de zika, microcefalia faz bebê tomar até Rivotril Diante dos desafios do tratamento para uma anomalia ainda pouco conhecida, médicos de Pernambuco testam remédios para tentar acalmar crianças; pais não sabem como reagir a irritação e convulsões. Tratamento envolve ‘peregrinação diária’ João chora. Chora sem parar, molhado de suor, mesmo usando apenas uma fraldinha descartável. Parece inchado. Chora aos berros na varanda da casa de quatro cômodos onde vive com a mãe, o pai e cinco irmãos, na Praia de Pau Amarelo, em Paulista, na região metropolitana de Recife. O calor é escaldante sob as telhas de amianto. Não dá para saber se o choro é por calor, fome, fralda suja ou dor. Já sabem, porém, como aquietá-lo. É só dar o remédio: a dose de Rivotril. Ele tem microcefalia causada pelo zika, vírus transmitido pelo Aedes aegypti, o mesmo vetor da dengue e da chikungunya. Os primeiros casos da zika foram oficialmente notificados há um ano, em abril de 2015, na Bahia. Entre setembro e outubro, gestantes que tiveram a virose começaram a dar à luz bebês com cabeças menores. Dezenas. Centenas. Segundo o Ministério da Saúde, 1.113 casos de má-formação foram confirmados – 189 têm relação com o zika. Nesta semana, o Centro de Controle de Doenças (CDC) dos EUA afirmou que “não restam dúvidas” da causa. Em crianças como João, de 7 meses, quase tudo é um enigma para a ciência. Imagine para os pais. O choro aflitivo é só um dos desafios. O pai, Fabio da Silva Araújo, de 34 anos, nem sabe explicar como vai criar o filho. Está sem carteira assinada há dois anos e vive de bicos. A mãe, Neide Maria Ferreira da Silva, de 41, diz ",VERDADEIRO,VERDADEIRO,0.31195783615112305
"Ex-namorada humilha Eduardo Bolsonaro. Eduardo Bolsonaro fez uma postagem criticando a ex-namorada depois dela ter sido flagrada com um médico cubano. A resposta dela foi altamente reveladora e com impacto pra imagem pública do deputado federal da Família Bolsonaro.

Prints envolvendo o deputado federal Eduardo Bolsonaro (PSC) e a jornalista Patrícia Lelis têm repercutido entre internautas nesta terça-feira (11/7) depois de um suposto desabafo do parlamentar via redes sociais, que teria sido respondido à altura pela jovem.


A publicação não está mais em nenhuma página de Eduardo. Na cópia que tem repercutido na web, ele acusa, sem citar nomes, uma ex-namorada de ser feminista por frequentar uma boate LGBT acompanhada de um médico cubano.

“Lembrando que antes do feminismo, ela andava com roupas discretas, não rebolava até o chão, e namorava comigo. #FeminismoÉDoença”, teria escrito o deputado.

Mesmo sem ser citada, Patrícia Lélis retrucou os argumentos utilizados pelo filho de Bolsonaro, indicando que teria vivido um relacionamento abusivo com o deputado por mais de três anos. O print, que pode ser conferido abaixo, dá conta que, apesar do fim do relacionamento, Eduardo continuaria a procurá-la.",FALSO,FALSO,0.3886594772338867
"Projeto que enfraquece Lei da Ficha Limpa ganha apoio no Congresso Proposta é bem aceita por muitos parlamentares investigados na Lava Jato. Líderes que representam 15 partidos assinaram requerimento de urgência. No Congresso, um projeto que pode enfraquecer a Lei da Ficha Limpa recebeu apoio de vários partidos, muitos com políticos investigados a Lava Jato. O projeto do deputado Nelson Marquezelli, do PTB. O requerimento para votar com urgência recebeu a assinatura de líderes que representam 15 partidos, entre eles, PMDB, PT, PP, DEM, PTB e PCdoB. A Lei da Ficha Limpa entrou em vigor em 2010, depois da mobilização de entidades contra a corrupção. O projeto de iniciativa popular reuniu mais de um milhão de assinaturas. Na prática, a ficha limpa começou a valer em 2012, quando foram realizadas as primeiras eleições depois da criação da nova lei. Ela prevê que um condenado em segunda instância não pode se candidatar. Em um julgamento recente, em outubro, o Supremo Tribunal Federal decidiu por seis votos a cinco aplicar a ficha limpa também para os políticos eleitos antes da lei, portanto, antes de 2010. Durante o julgamento, prevaleceu o voto do ministro Luiz Fux, para quem o prazo de inelegibilidade não é uma punição para o político condenado, mas uma condição de moralidade. Com o entendimento do Supremo, o candidato ficha suja vai ser barrado das eleições sem levar em conta prazos. Foi essa decisão do Supremo que mobilizou os partidos. Como mostrou a colunista Lydia Medeiros, do jornal “O Globo”, o entendimento do STF pode levar à cassação de centenas de mandatos de políticos eleitos em 2014 e 2016. Pela conta dos parlamentares, a decisão do STF pode atingir 40 prefeitos, dois deputados federais e mais de 200 vereadores. Marquezelli diz que o objetivo do projeto é evitar que a retroação seja de tal intensidade que comprometa a segurança jurídica, a soberania popular, a coisa julgada, além de todas as consequências sociais, financeiras e políticas daí decorrentes. Nelson Marquezelli responde a um inquérito no Supremo por suspeita de corrupção passiva. O líder do PT defende o projeto. “Esse projeto não mexe na Lei da Ficha Limpa, ele só mexe nesse entendimento de que os possíveis crimes cometidos antes da Lei da Ficha Limpa devam ter uma punição diferente daquela que era prevista na lei daquela época. Portanto, nós somos contrários a punir duas vezes a mesma pessoa pelo mesmo crime”, disse Carlos Zarattini (PT-SP). O deputado Miro Teixeira, da Rede, afirma que o projeto é um retrocesso que compromete ainda mais a imagem da Câmara. “Vai ser um passo atrás. A rigor vai ser um estímulo à impunidade. E sempre que aumenta a impunidade nas esferas mais elevadas ",VERDADEIRO,VERDADEIRO,0.3803129196166992
"Livro mapeia golpes, crises e trapaças na política nacional Períodos de turbulência política são mais a regra do que a exceção na história brasileira. Raros foram os momentos que conjugaram pleno exercício democrático, garantias de liberdade individual e respeito às instituições. O historiador Rodrigo Trespach percorre alguns dos principais conflitos políticos dos últimos dois séculos e se propõe a narrá-los, de forma didática e sucinta, no livro ""Histórias Não (ou Mal Contadas): Revoltas, Golpes e Revoluções no Brasil"". ""A ideia era instigar o leitor a querer saber mais sobre pontos fundamentais de nossa história, com abordagens nem sempre contempladas nas salas de aula"", diz. As trapaças políticas estão na base de nossa formação como nação independente, destaca o livro. Dom Pedro 1º dissolveu a Assembleia Constituinte encarregada de elaborar a primeira legislação brasileira, prendeu e exilou deputados e impôs em 1824 uma Constituição que lhe conferia plenos poderes por meio do Poder Moderador. Foi o primeiro golpe brasileiro, diz o autor. Em 1840, uma outra burla nas regras, conhecida como o Golpe da Maioridade, declarou dom Pedro 2º maior de idade aos 14 anos e permitiu que fosse coroado imperador. Quase meio século depois, em 1889, o imperador e a Monarquia cairiam por ação de um novo golpe, desta vez orquestrado por militares. Sem participação popular, a Proclamação da República levou a um retrocesso em certos direitos, como a liberdade de imprensa. Sobretudo a partir da década de 1920, com o movimento tenentista, fortaleceu-se a ideia de intervenção militar como remédio moralizador para a política –discurso, como se vê, persistente na cultura brasileira. Nas quatro décadas seguintes, o desapreço pelas regras democráticas guiou ações de grupos militares e civis, à esquerda ou à direita, contra as leis. Getúlio Vargas, destaca o autor, personifica melhor que qualquer outra figura histórica os impasses e as contradições da política brasileira no século 20. Apoiado por forças militares, chegou ao poder em 1930, ao derrubar um presidente eleito. Depois, em 1937, deu um golpe no próprio governo constitucional que havia estabelecido. Caiu em 1945, por pressão militar. Eleito para a Presidência pelo voto popular em 1950, só não foi derrubado novamente pelos militares porque cometeu suicídio em 1954. O risco de golpe esteve sempre à espeita nos dez anos seguintes, vindo a se concretizar em 1964, com a ditadura militar de duas décadas. Se a narrativa ágil e compacta torna o livro atraente ao público leigo, contribuiu também, pelo acúmulo de episódios, para aumentar o desalento do leitor com nossa história. À luz do impasse político dos últimos anos, fica a pergunta: seria a sina tupiniquim nunca experimentar longos períodos de estabilidade institucional? Otimista, Trespach destaca avanços democráticos desde a Constituição de 1988, a despeito da marca nada abonadora de dois ",VERDADEIRO,VERDADEIRO,0.3926846981048584
