texto,label_real,pred_qwen/qwen3-32b,lat_qwen/qwen3-32b
"Fachin nega novo pedido de liberdade de Joesley Batista e Ricardo Saud Dono e executivo da J&F foram presos por suspeita de omissão de informações nas delações premiadas. Acordos de Joesley e de Saud estão suspensos pela PGR; falta decisão do STF. O ministro Edson Fachin, do Supremo Tribunal Federal (STF), negou nesta terça-feira (19) um novo pedido de liberdade apresentado pelo empresário Joesley Batista, dono da J&F, e por Ricardo Saud, executivo do grupo. Joesley e Saud ainda podem recorrer à presidente do STF, Cármen Lúcia, que ficará de plantão na Corte até o início de fevereiro, quando os ministros voltarão do recesso. Delatores da Lava Jato, Joesley e Ricardo Saud foram presos em razão da suspeita da Procuradoria Geral da República (PGR) de que eles omitiram informações nos depoimentos, o que os dois negam. Ao analisar o pedido de liberdade, Fachin considerou que há risco de os dois voltarem a cometer crimes e, por issWo, a questão deve ser decidida pelo plenário do STF. ""Em liberdade, após a suspensão cautelar dos efeitos do acordo de colaboração, os requerentes poderão encontrar os mesmos",VERDADEIRO,VERDADEIRO,0.365344762802124
"Imprensa americana aponta Bolsonaro como próximo presidente do Brasil. Imprensa norte-americana já aponta o deputado Jair Messias Bolsonaro como o próximo presidente do Brasil. Avaliação de jornalistas e sociólogos apontam que depois de uma série de desmandos esquerdistas o povo quer um governo direitista e conservador para trazer estabilidade. Após o deputado Jair Bolsonaro aparecer em segundo lugar em pesquisas de intenções de votos à Presidência, o jornal norte-americano Quartz publicou uma comparação entre o brasileiro e o presidente dos Estados Unidos, Donald Trump, que também era tido como candidato improvável nas eleições à Casa Branca em 2016. “A eleição de Trump ensinou aos norte-americanos que qualquer candidato, não importa o quanto ele pareça, deve ser levado a sério por todos antes que seja tarde demais”, diz o texto. De acordo com a publicação, embora a população dos EUA não conheça a história de Bolsonaro, ela é parecida com a do republicano e, portanto, “os brasileiros precisam entender isso agora”. O deputado, que representa o Rio de Janeiro na Câmara dos Deputados do Brasil, costuma dizer que:”Eu não tento agradar a todos. Eu não sou bom, mas os outros são muito ruins. Eles tentam me derrubar, mas continuo a subir nas pesquisas”. O Quartz define Bolsonaro como um “fenômeno popular” na política brasileira e suas declarações polêmicas podem ser comparadas por diversas vezes as de Trump. O magnata também é conhecido por seu estilo excêntrico e politicamente incorreto. Segundo o jornal, o discurso do deputado é centrado em suas visões conservadoras sobre uma série de questões sociais. Ele já deixou claro que “preferiria ter um filho",FALSO,VERDADEIRO,0.3734860420227051
"Governo precisa combater fraudes antes de cortar aposentadoria, dizem entidades sindicais Para mexer nas regras das aposentadorias, o governo precisa antes esgotar todos os recursos para combater fraudes e sonegações no sistema previdenciário e acabar com as desonerações, dizem entidades que representam trabalhadores dos setores público e privado. ""É preciso fazer a lição de casa, fazer o esforço máximo para fechar os vazamentos de recursos e elevar receitas. Depois, se ainda assim for preciso, que se faça a reforma nos benefícios"", diz Mauro Silva, auditor fiscal da Receita e diretor para assuntos técnicos da Unafisco (Associação Nacional dos Auditores Fiscais da Receita Federal). A Unafisco e outras entidades de servidores são contra a reforma da Previdência em discussão no Congresso. Segundo Silva, os esforços para combater sonegação vêm caindo: ""Temos hoje 3.200 fiscais a menos que há seis anos"". ""Isso traz para essa reforma um DNA de inconstitucionalidade, porque o princípio da proporcionalidade diz que só se podem retirar direitos quando tais mudanças forem comprovadamente necessárias."" Já o governo argumenta que há hoje 5",VERDADEIRO,VERDADEIRO,0.3630220890045166
"PSC desiste de Bolsonaro e deve lançar outro nome para o Planalto em 2018. De acordo com o site O Antagonista, o Partido Social Cristão (PSC) desistiu definitivamente de Jair Bolsonaro, virtual candidato à presidência da República nas eleições do ano que vem.

Aparentemente, Pastor Everaldo, que é o líder da legenda, está acertando para que o nome para 2018 seja o economista Paulo Rabello de Castro, novo presidente do BNDES. Verdade seja dita, Everaldo e Bolsonaro já vinham se desentendendo há um bom tempo, e não havia interesse do partido em jogar o deputado para o Planalto porque o consideram um candidato sem chances reais de vitória. O interesse da legenda, segundo informações pregressas, era mantê-lo como deputado federal por ele ser um “puxador de votos”, o que ajudaria o partido a conquistar mais cadeiras.

Da parte de Bolsonaro, há rumores de que ele esteja negociando com outros partidos, sendo um deles o PR. Entretanto, o PR também não demonstra interesse em tê-lo como candidato à presidência. Sendo o partido que apoiou Dilma Rousseff até parte de seu segundo mandato, e sendo também um partido criado justamente para servir de trampolim em coligações, além de ser, ainda, o partido do senador Magno Malta, o PR aparenta ter outros interesses em mente.",FALSO,FALSO,4.4549880027771
"Malafaia chama eleitores de Bolsonaro de gays enrustidos. O pastor evangélico Silas Malafaia decidiu mirar seu ódio para o presidenciável Jair Messias Bolsonaro. Em vídeo recente, o fundador da Igreja Vitoria em Cristo, chama os eleitores de Bolsonaro de homossexuais enrustidos.

Silas Malafaia está colocando suas redes sociais para trabalharem pela candidatura do prefeito Joao Doria do PSDB.  Ciente que Lula e Bolsonaro são hoje os maiores adversários de Doria, ele concentrou suas postagens na desconstrução da imagem de Bolsonaro. Provavelmente acreditando na condenação de Lula e no embate entre Doria e Bolsonaro.


Malafaia é colega de emissora de Joao Doria. Os dois apresentam na BAND seus programas em horários pagos. Estima-se que cada um invista R$ 5 milhões por mês para manter o programa semanalmente no ar. Quem sabe a vitória de Doria não conceda a Malafaia uma concessão de TV para que ele não precise mais pagar aluguel?",FALSO,FALSO,0.2954587936401367
"Um ano após 1º caso oficial de zika, microcefalia faz bebê tomar até Rivotril Diante dos desafios do tratamento para uma anomalia ainda pouco conhecida, médicos de Pernambuco testam remédios para tentar acalmar crianças; pais não sabem como reagir a irritação e convulsões. Tratamento envolve ‘peregrinação diária’ João chora. Chora sem parar, molhado de suor, mesmo usando apenas uma fraldinha descartável. Parece inchado. Chora aos berros na varanda da casa de quatro cômodos onde vive com a mãe, o pai e cinco irmãos, na Praia de Pau Amarelo, em Paulista, na região metropolitana de Recife. O calor é escaldante sob as telhas de amianto. Não dá para saber se o choro é por calor, fome, fralda suja ou dor. Já sabem, porém, como aquietá-lo. É só dar o remédio: a dose de Rivotril. Ele tem microcefalia causada pelo zika, vírus transmitido pelo Aedes aegypti, o mesmo vetor da dengue e da chikungunya. Os primeiros casos da zika foram oficialmente notificados há um ano, em abril de 2015, na Bahia. Entre setembro e outubro, gestantes que tiveram a virose começaram a dar à luz bebês com cabeças menores. Dezenas. Centenas. Segundo o Ministério da Saúde, 1.113 casos de má-formação foram confirmados – 189 têm relação com o zika. Nesta semana, o Centro de Controle de Doenças (CDC) dos EUA afirmou que “não restam dúvidas” da causa. Em crianças como João, de 7 meses, quase tudo é um enigma para a ciência. Imagine para os pais. O choro aflitivo é só um dos desafios. O pai, Fabio da Silva Araújo, de 34 anos, nem sabe explicar como vai criar o filho. Está sem carteira assinada há dois anos e vive de bicos. A mãe, Neide Maria Ferreira da Silva, de 41, diz",VERDADEIRO,VERDADEIRO,3.3490242958068848
"Suplicy participará de programa de Doria na web nesta quinta

O vereador Eduardo Suplicy (PT-SP) participará nesta quinta-feira (10), às 20h30, do programa ""Olho no Olho"", transmitido pelas redes sociais do prefeito João Doria (PSDB-SP).

Doria já recebeu no quadro aliados e personalidades como o cantor Lobão, o apresentador José Luiz Datena, o ex-jogador de basquete Oscar, o cantor Roger, do Ultraje a Rigor, e a jornalista Joice Hasselman.

No começo de sua gestão, o tucano poupou de críticas seu antecessor Fernando Haddad (PT-SP), mas, nos últimos meses, passou a acusar o ex-prefeito de deixar um rombo de R$ 7 bilhões na prefeitura. Haddad nega e diz que deixou as contas da cidade em ordem.

Suplicy, por sua vez, é uma das vozes críticas à Doria na Câmara dos Vereadores.",VERDADEIRO,VERDADEIRO,1.4149699211120605
"“Se Lula for preso nós vamos incendiar o Brasil”, diz líder da Esquerda. A decretação da condenação de Lula trouxe revolta aos líderes da Esquerda no Brasil. O Movimento Esquerda Livre Brasil ameaça: “ Se Lula for preso nós vamos incendiar o Brasil. De creche a asilo muita chama vai queimar. Muitas vidas vão derreter”.

As Esquerdas estão enfurecidas com a decisão do juiz Sergio Moro. Assim que foi decretada a condenação do ex-presidente Lula os movimentos de Esquerda começaram a ameaçar os cidadãos de bem. A ameaça mais cruel partiu da ONG “Movimento Esquerda Livre Brasil”.


O movimento liderado pelo ex-bancário Oldair Teixeira de Campos Júnior foi explícito na ameaça. Segundo Oldair “ Se Lula for preso nós vamos incendiar o Brasil. De creche a asilo muita chama vai queimar. Muitas vidas vão derreter”. Não se trata de exagero nem hipérbole. A intenção realmente é agir como movimento terrorista e chamar a atenção da mídia com atentados contra a vida de idosos e crianças.

Em sua sentença o juiz Sergio Moro afirmou: “não importa o quão alto você esteja, a lei ainda está acima de você” para justificar a decisão. A sentença foi divulgada na tarde desta quarta-feira pela Justiça Federal de Curitiba.

O juiz Sergio Moro revelou que durante o processo se sentiu ameaçado por Lula e seus advogados. Segundo ele Lula “está  proferindo declarações públicas no mínimo inadequadas sobre o processo, por exemplo sugerindo que se assumir o poder irá prender os procuradores da República ou delegados da Polícia Federal”, escreveu ainda Moro.

O Movimento Esquerda Livre Brasil faz parte dos Black Bloks e prometem noites sangrentas até a absolvição de Lula em segunda instância. Igrejas, Escolas e Postos Policiais serão alvos constantes da militância petista até a revogação da condenação de Lula. Um militante do M.E.L.B, de 17 anos, afirmou que “a ordem é tocar o terror. Vamos abalar geral o Estado Democrático de Direito. Mexeu com Lula mexeu com a gente”.",FALSO,FALSO,1.4030392169952393
"Temer assina MP que reduz a 60 anos idade mínima para saque do PIS/Pasep O presidente Michel Temer reeditou nesta terça-feira (26) a medida provisória que autoriza o saque do PIS/Pasep, reduzindo para 60 anos a idade mínima das pessoas que podem ter acesso ao benefício. O anúncio da redução da idade para homens e mulheres já havia sido feito pelo próprio presidente na sexta-feira (22), durante café da manhã com jornalistas no Palácio da Alvorada. A medida provisória editada inicialmente pelo governo perdeu a validade na semana passada e, por isso, precisou ser reeditada, para voltar a valer, desta vez, com as mudanças na idade. Segundo Temer, essa foi uma ""ideia trivial"" de sua equipe que vai facilitar o saque do fundo. Ainda de acordo com o presidente, as projeções do governo são de que a medida vai injetar cerca de R$ 12 bilhões na economia. O Palácio do Planalto havia enviado ao Congresso uma MP que autorizava o saque do PIS/Pasep, mas a idade mínima era de 62 anos para mulheres e 65 para homens. O resultado, porém, foi abaixo do esperado pelo governo e por isso Temer decidiu alterar a idade mínima na reedição do texto. Dados do Ministério do Planejamento indicam que, até dezembro, apenas 1,4 milhão de pessoas haviam sido beneficiadas –das oito milhões que tinham direito aos recursos. Nas regras anteriores, o saque era permitido apenas para quem tivesse 70 anos ou mais. Tem direito ao fundo quem trabalhou como contratado no serviço público ou",VERDADEIRO,VERDADEIRO,1.426436424255371
"Alckmin diz que por ele PSDB “desembarca”, mas não explica se utilizará o aparelho do filme MIB. O governador de São Paulo, Geraldo Alckmin, assegurou nesta terça (28) que, se assumir a presidência do PSDB, como previsto, o partido “desembarca do governo Michel Temer”. “Eu acho que não tem nenhuma razão o continuar no governo. Já não é de hoje que penso assim. Mas as reformas vão continuar”, acrescentou, em entrevista ao jornalista José Luiz Datena, na Rádio Bandeirantes. Ele já foi escolhido para ser presidente nacional do PSDB após uma aliança tucana que busca mitigar o clima de caos absoluto no partido. Nomes como Marconi Perillo (GO) e o senador Tasso Jereissati (CE) já desistiram da presidência. O prefeito de Manaus, Arthur Virgílio, no entanto, não gostou do acordo. A atitude de “desembarque” de Alckmin tem a típica mania recente tucana de apelar ao pior tipo de oportunismo. Porém, como Alckmin fará para que as pessoas esquecem que o partido foi aliado do governo atual por tantos meses? Aliás, não fosse a parceria com o PSDB, dificilmente Dilma teria caído. Goste Alckmin ou não, eles estão anexados. A não ser que ele tenha providenciado aquela mesma tecnologia utilizada na série de filmes",FALSO,VERDADEIRO,2.4258928298950195
"Bolsonaro é um liberal completo, diz presidente do PSL Partido de pouca expressão nacional, o PSL vive momentos de destaque inédito em sua trajetória de duas décadas. No dia 5, a sigla anunciou que ""receberia Jair Bolsonaro e sua pré-candidatura à Presidência da República"". A palavra ""filiação"" não consta no termo divulgado à imprensa, mas o presidente do PSL, o deputado federal Luciano Bivar (PE), diz à Folha que, ""tão certo como dois e dois são quatro"", o pré-candidato, hoje no PSC, migrará para seu partido em março. O acordo com o segundo colocado na corrida presidencial até o momento, segundo pesquisas do Datafolha, lançou luz sobre a sigla nanica, mas também provocou uma cisão: o movimento Livres rompeu uma união de quase dois anos com o PSL, que tinha como objetivo refundar o partido com nova liderança. Para os líderes do grupo, Bolsonaro representa o extremo oposto dos valores liberais, tanto em termos econômicos quanto comportamentais, que deveriam nortear a nova fase do partido. Bivar, entretanto, diz que as críticas são preconceituosas. ""Foi um absurdo. A maior parte do partido foi favorável à união. Ter preconceito contra uma pessoa é fundamentalismo. Eu lamento."" Bolsonaro representa, diz Bivar, os princípios fundadores do partido: a economia de mercado, as liberdades individuais, a livre expressão de ideias, a autonomia das instituições, o Estado de Direito. ""Não vejo nada no comportamento dele que contradiga a ideologia liberal, na área econômica ou social. É um liberal ao aceitar que cada um faça suas escolhas. Jamais faríamos como o",VERDADEIRO,VERDADEIRO,1.3989121913909912
"PT defenderá Aécio Neves da cassação de mandato. Entenda porque o PT se silenciou diante da derrocada do maior opositor dos petistas nas eleições de 2014. A estratégia é proteger os senadores do PT que também estão na mira da Polícia Federal.

A bancada do PT no Senado parece não estar sabendo que Aécio Neves, o homem forte do PSDB, foi explodido pela Polícia Federal e afastado do mandato por ordem do Supremo. Até agora, não se viu um petista subir à tribuna do plenário para descer a lenha no adversário, o inimigo número 1 do partido até outro dia. Mas esse é só um componente da omissão.

O PT sequer assinou a representação da Rede e do PSOL protocolada no Conselho de Ética para pedir a cassação de Aécio. E também não articulará com ninguém para tentar tirar o mandato do tucano.

Não se trata de compaixão. A mudez petista reflete a constatação interna de que, amanhã ou depois, pode ser um correligionário a sofrer no Conselho de Ética.

É aquele esquema: em casa de enforcado, não se fala em corda.",FALSO,FALSO,0.36226630210876465
"A cor do luto será mudada pra cinza pra evitar preconceito com negros. Mudaram a cor do Luto! Este projeto apresentado em Minas Gerais está inspirando deputados e senadores a alterarem a legislação brasileira para darem satisfação a uma demanda do movimento negro.

Em mais um projeto de “alta relevância” para os pagadores de impostos, o vereador Edson Sousa (PMDB) quer alterar a cor que simboliza o luto oficial na cidade de Divinópolis – MG para cinza, ao invés da tradicional cor preta. E o motivo é o mais absurdo possível: evitar “agredir a identidade negra”.


De acordo com o Projeto de Lei n° 83/2017, apresentado pelo pmdbista no último dia 20 de junho,  “as palavras preto/preta em nosso país se tornaram formas de expressões para agredir a identidade e cultura negra”, dado que “expressões como ‘dia de preto’, ‘coisa de preto’ e ‘a coisa está preta’” continuam sendo utilizadas. Segundo o vereador, isso “demostra que a palavra ‘preto’ ainda está sendo muito usada para perpetuar os conceitos de cunho racista”.

Segundo a lógica do vereador, que é ligado ao movimento racista negro e líder do governo na Câmara dos Vereadores, a cidade deve alterar a cor do luto oficial do preto para cinza, a fim de “esvaziar a cor/palavra preto de seu caráter pejorativo, convertendo a simbologia cromática do luto num termo positivo socialmente e assim neutralizar os poderes ofensivos das armas mais usuais do racismo: a linguagem”. Seria iniciada, dessa forma, “uma mudança cultural, começando pelo município de Divinópolis”.

Cabe lembrar que a associação do preto com o luto nada tem a ver com o racismo. O uso do preto durante o luto começou na Idade Média, durante o período gótico, por causa do grande número de pessoas que morriam em sofrimento, seja por doenças ou violência. As pessoas relacionaram essa cor à dor e à ausência de luz, portanto, de vida. Esse costume acabou se consolidando e foi adotado por várias culturas ao longo dos séculos.",FALSO,FALSO,0.33126139640808105
"O Podemos decidiu  expulsar o deputado federal Carlos Gaguim do partido após a Polícia Federal fazer buscas a apreensões no gabinete dele na Câmara. Com isso, a legenda abre espaço para receber a senadora expulsa pelo PMDB, Katia Abreu. Por meio de nota, a legenda informou que o afastamento do parlamentar já era algo acordado entre os filiados da sigla.  “Ainda que o parlamentar tenha comunicado a conclusão de sua desfiliação para esta semana, diante dos fatos noticiados hoje, a Executiva Nacional do Podemos solicita o imediato cancelamento de sua filiação dos quadros do partido”.

O partido, que no passado chegou a cogitar lançar o parlamentar como candidato ao Senado, diz que “apoia a investigação com a ampla apuração dos eventuais crimes cometidos e a consequente responsabilização dos envolvidos, para que todos sejam punidos com o máximo rigor da Lei, independentemente de posição ou cargo ocupado”. (Naira Trindade)",VERDADEIRO,VERDADEIRO,4.347001075744629
"Para proteger avó, adolescente atira e mata o pai na Bahia, diz polícia Segundo as investigações, médico invadiu residência armado e agrediu a sogra com um soco. Durante a briga, garoto efetuou disparos. Um médico foi morto por tiros disparados pelo filho adolescente durante uma briga de família, dentro da residência onde o garoto estava com a avó e a mãe, na cidade de Esplanada, a cerca de 165 km de Salvador, na tarde de sábado (1º). Segundo a polícia, o médico estava recentemente separado da mulher, também médica, e invadiu armado a casa para onde ela havia se mudado há três dias, e teria agredido a sogra com um soco. Na tentativa de se defender e proteger a avó, o adolescente pegou um revólver e atirou contra o pai, que morreu no local. O delegado Wagner Marinho, que está à frente das investigações, afirmou que, conforme os depoimentos colhidos, o médico possuía um histórico de agressões contra a mulher. Ele invadiu a casa por estar inconformado com a mudança da mulher para outro lugar. O crime ocorreu na residência que fica em um condomínio fechado, por volta das 15h30 de sábado. O garoto foi encaminhado para a delegacia de Esplanada, na companhia da família, e aguarda",VERDADEIRO,VERDADEIRO,0.3367605209350586
"Genro de Silvio Santos está na lista da Lava Jato. Silvio Santos ao longo de toda sua vida teve sua imagem pública associada a honestidade, empreendedorismo e alegria. Infelizmente sua família teve a honra manchada em função da inclusão do nome de seu genro na lista do ministro Edson Fachin, relator da Lava Jato

O deputado federal Fabio Faria (PSD RN), casado com a filha de Silvio Santos, a apresentadora Patricia Abravanel, foi denunciado formalmente na lista do ministro Edson Fachin, relator da operação Lava Jato. Segundo os executivos da Odebrecht seu apelido na lista da propina era garanhão. Este apelido é uma menção a lista de mulheres famosas que ele namorou. Dentre elas os destaques são para Sabrina Sato, Adriane Galisteu, Priscila Fantin, Sthefany Brito e Samara Felippo.

De acordo com cinco delatores da empresa, o deputado recebeu R$ 100 mil via caixa dois para campanha eleitoral. Em 2009 o deputado já havia se envolvido em outro escândalo com o dinheiro público: O escândalo das Passagens Aéreas. O deputado foi acusado de usar dinheiro público para pagar as passagens aéreas de suas namoradas e amigas para vista-lo no Rio Grande do Norte.

Caso seja condenado, Fabio Faria pode pegar até 5 anos de reclusão.",FALSO,FALSO,0.8702762126922607
"Temer está desesperado com a delação da Odebrecht. Temer e 5 ministros são o atual alvo da operação Lava Jato. Dificilmente Michel Temer consiga terminar o mandado como presidente e ainda corre o risco de ser preso. Preocupado com os efeitos que a delação da Odebrecht pode causar em seu governo, o presidente Michel Temer pediu cautela para analisar os detalhes das denúncias que o levavam, junto com seus principais auxiliares, ao centro da Operação Lava Jato. Segundo assessores do presidente, a ordem é “esperar a poeira baixar”. Aliados de Temer reconhecem que o momento é delicado, já que as denúncias envolvem o governo como um todo e, por isso, defendem, é preciso avaliar a extensão das delações para não tomar “decisões precipitadas”. Em acordo de delação premiada, Cláudio Melo Filho, ex-executivo da Odebrecht, afirmou ter entregado em 2014 dinheiro no escritório de advocacia de José Yunes, amigo e assessor de Temer. Os recursos, segundo o ex-executivo da empreiteira, faziam parte de um valor total de R$ 10 milhões prometidos a Temer na campanha eleitoral daquele ano de maneira não contabilizada oficialmente. Ainda de acordo com Melo Filho, o dinheiro foi negociado em um jantar no Palácio do Jaburu, em maio de 2014, com a presença de Temer, do atual ministro da Casa Civil, Eliseu Padilha, e de Marcelo Odebrecht, herdeiro do grupo e preso em Curitiba. O nome do presidente Michel Temer aparece 43 vezes no documento do acordo de delação premiadade Cláudio Melo Filho, ex-vice-presidente de Relações Institucionais da Odebrecht. O ministro da Casa Civil, Eliseu Padilha, é mencionado 45 vezes e Moreira Franco, secretário de Parceria e Investimentos do governo Temer, 35. O ex-ministro Geddel Vieira Lima, que pediu demissão recentemente, surge em 67 trechos. O líder do governo no Congresso, Romero Jucá (PMDB-RR), apontado como o “homem de frente” das negociações da empreiteira no Congresso, tem 103 menções no relato, um arquivo preliminar, ao qual a Folha teve acesso, do que o ex-executivo vai dizer em depoimento às autoridades da Lava Jato.",FALSO,VERDADEIRO,0.30092406272888184
"Veja o trecho que Moro disse a Lula que ele já está condenado. O ex-presidente Luís Inácio Lula da Silva provocou o juiz federal Sergio Moro e teve a resposta mais dura que poderia ouvir. Moro disse a ele em alto e bom som porque ele já está condenado.

“lavagem de dinheiro necessariamente ocorre a ocultação de patrimônio”. oram 5 horas de depoimento mas em menos de 1 minuto o recado foi dado como se pode notar neste momento da audiência. Cabe agora ao ex-presidente usar seus últimos momentos de liberdade. Lula: Dr. Moro, como um cidadão compra um apartamento que vale dez e depois declarou no Imposto de Renda cinco anos seguidos e depois aparece um apartamento que vale vinte sem nenhuma explicação?

Moro: Mas, senhor ex-presidente, a questão posta pelo Ministério Público na denúncia é evidentemente que teria havido corrupção e lavagem, e lavagem de dinheiro necessariamente ocorre a ocultação de patrimônio…

Ou seja, a tese do não está no meu nome não é meu caiu por terra. O juiz Moro deixou claro que este argumento não será aceito e a tentativa de ocultação de patrimônio já foi criminalizada.

A audiência de ontem foi o último momento do processo. Agora cabe ao juiz Sergio Moro redigir e anunciar seu veredito. Pelo que foi posto neste embate a liberdade de Lula está com os dias contados.",FALSO,VERDADEIRO,0.2800896167755127
"Ex-Aerotrem e agora 'Bigodão', Fidélix diz que não teme cláusula de barreira Com otimismo e ataques aos adversários, o empresário Levy Fidélix, 65, lançou no úlitmo dia 26 de novembro sua pré-candidatura à Presidência. Fundador do PRTB e com várias eleições no currículo, ele diz estar preparado para fazer o país voltar a crescer. Nas campanhas desde 1996 (e nas presidenciais de 2010 e 2014), ficou conhecido por ter como vitrine o Aerotrem –espécie de veículo leve sobre trilhos, que, segundo ele, foi copiado por outros partidos ao longo dos anos. No lançamento de sua pré-candidatura, na Assembleia de SP, apresentou seu novo jingle: ""Bigodão é a solução"". Mesmo sem nunca ter sido eleito para cargos públicos (ele já se lançou a vereador, prefeito, governador e presidente) não se vê como um outsider. ""Outsiders são esses que entram de repente, mesmo sem sequer ter partido, e se acham preparados. Tenho 23 anos no partido e, ao contrário dos",VERDADEIRO,VERDADEIRO,0.36041688919067383
"Rendimento ajuda a recuperação das cadernetas

Com a redução do custo de captação das cadernetas e também do juro básico, a tendência é de que se acentue a queda das taxas cobradas dos mutuários, tornando o crédito acessível a um número maior de trabalhadores

As aplicações em caderneta de poupança se recuperaram em 2017, com captação líquida anual de R$ 14,8 bilhões no Sistema Brasileiro de Poupança e Empréstimo (SBPE). Passou, assim, o período mais difícil para as cadernetas, que sofreram saques líquidos de R$ 50,1 bilhões em 2015 e de R$ 31,2 bilhões em 2016. A evolução foi possível graças à captação de recursos observada no fim do ano, aliada ao aumento da competitividade das cadernetas, cuja remuneração está menos distante da que é proporcionada pela maioria dos fundos de investimento.

Os saldos das cadernetas do SBPE atingiram R$ 563,7 bilhões em 2017, superando em R$ 47,8 bilhões os de 2016. O crescimento das aplicações líquidas foi de quase R$ 15 bilhões em dezembro, mês sazonalmente mais favorável para a aplicação devido ao pagamento do 13.º salário a trabalhadores e aposentados.

Em 2017, a remuneração dos depósitos de poupança foi de 6,61%, superando largamente a inflação estimada em menos de 3%. Em 2016, as cadernetas já haviam proporcionado renda real aos poupadores, mas em níveis menores (1,8%). É mais difícil prever a renda real das cadernetas em 2018, pois as estimativas de inflação oscilam ao redor dos 4% e a remuneração corresponderá a 70% da taxa Selic. Em janeiro de 2018, as cadernetas renderão cerca de 0,4%.

Os recursos das cadernetas do SBPE destinam-se majoritariamente ao financiamento de imóveis. Após um triênio de menor procura por crédito, a captação mais forte das cadernetas poderá favorecer um aumento da oferta de financiamento dos bancos privados em 2018. Em 12 meses, até novembro de 2017, o SBPE financiou a compra ou construção de apenas 181,5 mil imóveis, contra um máximo de 538,3 mil financiamentos em 2014. O montante financiado foi de R$ 44,8 bilhões, 40% inferior ao registrado em 2014.

A retomada da economia contribuirá para o aumento da demanda de crédito e, portanto, para maior atividade do setor. Com a redução do custo de captação das cadernetas e também do juro básico, a tendência é de que se acentue a queda das taxas cobradas dos mutuários, tornando o crédito acessível a um número maior de trabalhadores. A estabilidade dos preços dos imóveis será relevante, mas o fator crítico para a retomada será a confiança dos mutuários na preservação do emprego e da renda.",VERDADEIRO,VERDADEIRO,0.27417874336242676
"Ainda longe da TV, Jô Soares lança primeiro volume de sua agitada autobiografia Livro resgata momentos marcantes da vida e da carreira do apresentador O humorista e apresentador Jô Soares manteve durante muito tempo um arquivo em seu computador com o nome de BIO - ali, pretendia escrever a sua autobiografia. “Mas o máximo que consegui foi colar um texto que o Millôr Fernandes fez sobre mim e uma ou outra frase”, conta ele, sem esconder a frustração. A virada de jogo ocorreu quando recebeu a visita de Luiz Schwarcz e Matinas Suzuki Jr., da Companhia das Letras - incentivado pela dupla, Jô decidiu fazer a viagem pelo seu tempo, mas desde que acompanhado por Matinas. “Eu me expresso melhor oralmente”, justificou. Assim, em março, eles começaram a se encontrar no apartamento de Jô, no bairro de Higienópolis, e, depois de 104 encontros (alguns chegaram a beirar três horas) e uma enormidade de material gravado, nasceu O Livro de Jô - Uma Biografia Desautorizada, que a Companhia das Letras acaba de lançar. Trata-se, na verdade, do volume 1. “São tantas as histórias que o livro ficaria com mais de 700 páginas”, conta Matinas, que convenceu Jô a dividir em dois volumes - o próximo deve sair no final de 2018. De fato, mesmo tratando desde o nascimento do apresentador, em 1938, até o final da década de 1960, o livro é repleto de histórias incríveis, muitas esquecidas e resgatadas graças à prodigiosa memória de Jô e ao afinco",VERDADEIRO,VERDADEIRO,0.33181166648864746
